Kod_TERYT;nazwa_samorządu;Województwo;Powiat;typ_JST;nazwa_urzędu_JST;miejscowość;Kod pocztowy;poczta;Ulica;Nr domu;telefon-kierunkowy;telefon;wewnętrzny;fax-kierunkowy;FAX;stanowisko;Imię;Nazwisko;ogólny adres mail'owy gminy/powiatu/województwa;adres www jednostki;Kategoria gminy
1412073;Halinów;mazowieckie;miński;GMW;Urząd Miejski w Halinowie;Halinów;05-074;Halinów;ul. Spółdzielcza;1;(22);783-60-20;;(22);783-61-07;Burmistrz;Adam;Ciszkowski;halinow@halinow.pl;www.halinow.pl;2
1414022;Czosnów;mazowieckie;nowodworski;GW;Urząd Gminy Czosnów;Czosnów;05-152;Czosnów;ul. Gminna;6;(22);785-00-02;;(22);785-00-57;Wójt;Antoni;Kręźlewicz;sekretariat@czosnow.pl;www.czosnow.pl;2
1417082;Wiązowna;mazowieckie;otwocki;GW;Urząd Gminy Wiązowna;Wiązowna;05-462;Wiązowna;ul. Lubelska;59;(22);789-01-20;;(22);789-01-20 wew. 300;Wójt;Janusz;Budny;urzad@wiazowna.pl;www.wiazowna.pl;2
1418023;Konstancin-Jeziorna;mazowieckie;piaseczyński;GMW;Urząd Miasta i Gminy Konstancin-Jeziorna;Konstancin-Jeziorna;05-520;Konstancin-Jeziorna;ul. Warszawska;32;(22);756-48-10;;(22);756-48-85;Burmistrz;Kazimierz;Jańczuk;urzad@konstancinjeziorna.pl;www.konstancinjeziorna.pl;2
1418032;Lesznowola;mazowieckie;piaseczyński;GW;Urząd Gminy Lesznowola;Lesznowola;05-506;Lesznowola;ul. Gminnej Rady Narodowej ;60;(22);757-93-40;;(22);757-92-70;Wójt;Jolanta;Batycka-Wąsik;gmina@lesznowola.pl;www.lesznowola.waw.pl;2
1418043;Piaseczno;mazowieckie;piaseczyński;GMW;Urząd Miasta i Gminy Piaseczno;Piaseczno;05-500;Piaseczno;ul. Kościuszki;5;(22);701-75-88;;(22);756-70-49;Burmistrz;Zdzisław;Lis;urzd@piaseczno.eu;www.piaseczno.eu;2
1418052;Prażmów;mazowieckie;piaseczyński;GW;Urząd Gminy Prażmów ;Prażmów;05-505;Prażmów;ul. Piotra Czołchańskiego;1;(22);727-01-77;;(22);727-01-77 wew. 13;Wójt;Sylwester;Puchała;kancelaria@prazmow.pl;www.prazmow.pl;2
1418063;Tarczyn;mazowieckie;piaseczyński;GMW;Urząd Miejski w Tarczynie;Tarczyn;05-555;Tarczyn;ul. Rynek;8A;(22);715-79-00;;(22);727-81-91;Burmistrz;Barbara ;Galicz;tarczyn@tarczyn.pl;www.tarczyn.pl;2
1419122;Słupno;mazowieckie;płocki;GW;Urząd Gminy Słupno;Słupno;09-472;Słupno;ul. Miszewska;8a;(24);267-95-60;;(24);261-95-38;Wójt;Marcin;Zawadka;ug@slupno.eu;www.slupno.eu;2
1419132;Stara Biała;mazowieckie;płocki;GW;Urząd Gminy Stara Biała;Stara Biała;09-411;Biała;ul. Jana Kazimierza;68;(24);366-87-10;;(24);365-61-65;Wójt;Sławomir;Wawrzyński;gmina@starabiala.pl;www.starabiala.pl;2
1421033;Brwinów;mazowieckie;pruszkowski;GMW;Urząd Gminy Brwinów;Brwinów;05-840;Brwinów;ul. Grodziska;12;(22);738-25-50;;(22);729-63-90;Burmistrz;Arkadiusz;Kosiński;brwinow@brwinow.pl;www.brwinow.pl;2
1421042;Michałowice;mazowieckie;pruszkowski;GW;Urząd Gminy Michałowice;Reguły;05-816;Michałowice;ul. Aleja Powstańców Warszawy;1;(22);350-91-91;;(22);350-91-01;Wójt;Krzysztof;Grabka;sekretariat@michalowice.pl;www.michalowice.pl;2
1421052;Nadarzyn;mazowieckie;pruszkowski;GW;Urząd Gminy Nadarzyn;Nadarzyn;05-830;Nadarzyn;ul. Mszczonowska;24;(22);729-81-85;;(22);7298185 wew. 109;Wójt;Janusz;Grzyb;promocja@nadarzyn.pl;http://www.nadarzyn.pl/;2
1421062;Raszyn;mazowieckie;pruszkowski;GW;Urząd Gminy Raszyn;Raszyn;05-090;Raszyn;ul. Szkolna;2A;(22);701-77-77;;(22);701-77-78;Wójt;Andrzej;Zaręba;ratusz@raszyn.pl;www.raszyn.pl;2
1428072;Sochaczew;mazowieckie;sochaczewski;GW;Urząd Gminy Sochaczew;Sochaczew;96-500;Sochaczew;ul. Warszawska;115;(46);864-26-00;;(46);864-26-02;Wójt;Mirosław;Orliński;gminasochaczew@sochaczew.org.pl;www.gmina.e-sochaczew.pl;2
1432022;Izabelin;mazowieckie;warszawski zachodni;GW;Urząd Gminy Izabelin;Izabelin;05-080;Izabelin;ul. 3 Maja;42;(22);722-89-30;;(22);722-80-06;Wójt;Witold;Malarowski;izabelin@izabelin.pl;www.izabelin.pl;2
1432032;Kampinos;mazowieckie;warszawski zachodni;GW;Urząd Gminy Kampinos;Kampinos;05-085;Kampinos;ul. Niepokalanowska;3;(22);725-00-40;;(22);725-04-44;Wójt;Monika;Curzyńska;urzad@kampinos.pl;www.kampinos.pl;2
1432042;Leszno;mazowieckie;warszawski zachodni;GW;Urząd Gminy Leszno;Leszno;05-084;Leszno;Al. Wojska Polskiego;21;(22);725-80-05;;(22);725-85-52;Wójt;Andrzej;Cieślak;urzad@gminaleszno.pl;www.gminaleszno.pl;2
1432053;Łomianki;mazowieckie;warszawski zachodni;GMW;Urząd Miejski w Łomiankach;Łomianki;05-092;Łomianki;ul. Warszawska;115;(22);768-63-00;;(22);768-63-02;Burmistrz;Tomasz;Dąbrowski;umig@lomianki.pl;www.lomianki.pl;2
1432063;Ożarów Mazowiecki;mazowieckie;warszawski zachodni;GMW;Urząd Miejski w Ożarowie Mazowieckim;Ożarów Mazowiecki;05-850;Ożarów Mazowiecki;ul. Kolejowa;2;(22);722-12-11;;(22);722-18-87;Burmistrz;Paweł;Kanclerz;umig@ozarow-mazowiecki.pl;www.ozarow-mazowiecki.pl;2
1432072;Stare Babice;mazowieckie;warszawski zachodni;GW;Urząd Gminy Stare Babice;Stare Babice;05-082;Stare Babice;ul. Rynek;32;(22);722-95-81;;(22);722-90-21;Wójt;Krzysztof Franciszek;Turek;gmina@stare-babice.waw.pl;www.stare-babice.waw.pl;2
1434011;Kobyłka;mazowieckie;wołomiński;GM;Urząd Miasta Kobyłka;Kobyłka;05-230;Kobyłka;ul. Wołomińska;1;(22);786-33-28;;(22);786-31-11;Burmistrz;Robert;Roguski;urzad@kobylka.pl;www.kobylka.pl;2
1434021;Marki;mazowieckie;wołomiński;GM;Urząd Miasta Marki;Marki;05-270;Marki;Aleja Marszałka Józefa Piłsudskiego;95;(22);781-10-03;;(22);490-67-45;Burmistrz;Jacek;Orych;urzad.miasta@marki.pl;www.marki.pl;2
1434093;Radzymin;mazowieckie;wołomiński;GMW;Urząd Miasta i Gminy Radzymin;Radzymin;05-250;Radzymin;plac Kościuszki;2;(22);786-62-92;;(22);786-51-95;Burmistrz;Krzysztof;Chaciński;umig@radzymin.pl;www.radzymin.pl;2
1438042;Radziejowice;mazowieckie;żyrardowski;GW;Urząd Gminy Radziejowice;Radziejowice;96-325;Radziejowice;ul. Kubickiego;10;(46);857-71-71;;(46);857-71-20;Wójt;Urszula;Ciężka;urzad@radziejowice.pl;www.radziejowice.pl;2
2204042;Pruszcz Gdański;pomorskie;gdański;GW;Urząd Gminy Pruszcz Gdański;Pruszcz Gdański;83-000;Pruszcz Gdański;ul. Wojska Polskiego;30;(58);692-94-21;;(58);682-27-14;Wójt;Magdalena;Kołodziejczak;sekretariat@pruszczgdanski.pl;www.pruszczgdanski.pl;2
2205083;Żukowo;pomorskie;kartuski;GMW;Urząd Gminy w Żukowie;Żukowo;83-330;Żukowo;ul. Gdańska;52;(58);685-83-00;;(58);685-83-00;Burmistrz;Wojciech;Kankowski;ugzukowo@zukowo.pl;www.zukowo.pl;2
2211052;Kosakowo;pomorskie;pucki;GW;Urząd Gminy Kosakowo;Kosakowo;81-198;Kosakowo;ul. Żeromskiego;69;(58);660-43-43;;(58);660-43-01;Wójt;Jerzy;Włudzik;kosakowo@zgwrp.org.pl;www.kosakowo.pl;2
2215011;Reda;pomorskie;wejherowski;GM;Urząd Miasta Reda;Reda;84-240;Reda;ul. Gdańska;33;(58);678-80-23;;(58);678-31-24;Burmistrz;Krzysztof;Krzemiński;sekretariat@reda.pl;www.reda.pl;2
2215102;Wejherowo;pomorskie;wejherowski;GW;Urząd Gminy Wejherowo;Wejherowo;84-200;Wejherowo;ul. Osiedle Przyjaźni;6;(58);677-97-01;;(58);677-97-00;Wójt;Henryk;Skwarło;sekretariat@ug.wejherowo.pl;www.ug.wejherowo.pl;2
2401042;Bobrowniki;śląskie;będziński;GW;Urząd Gminy Bobrowniki;Bobrowniki;42-583;Bobrowniki;ul. Gminna;8;(32);287-78-87;30;(32);287-74-86;Wójt;Arkadiusz;Ziemba;sekretariat@bobrowniki.pl;www.bobrowniki.pl;2
2401062;Psary;śląskie;będziński;GW;Urząd Gminy Psary;Psary;42-512;Psary;ul. Malinowicka;4;(32);294-49-00;;(32);294-49-01;Wójt;Tomasz;Sadłoń;urzad@psary.pl;www.psary.pl;2
2401073;Siewierz;śląskie;będziński;GMW;Urząd Miasta i Gminy Siewierz;Siewierz;42-470;Siewierz;ul. Żwirki i Wigury;16;(32);649-94-00;;(32);649-94-02;Burmistrz;Zdzisław ;Banaś;siewierz@siewierz.pl;www.siewierz.pl;2
2404122;Olsztyn;śląskie;częstochowski;GW;Urząd Gminy Olsztyn;Olsztyn;42-256;Olsztyn;Plac Marszałka Józefa Piłsudskiego;10;(34);328-50-76;21;(34);328-50-57;Wójt;Tomasz;Kucharski;sekretariat@olsztyn-jurajski.pl;www.olsztyn-jurajski.pl;2
2405042;Pilchowice;śląskie;gliwicki;GW;Urząd Gminy Pilchowice;Pilchowice;44-145;Pilchowice;ul. Damrota;6;(32);235-65-21;;(32);235-69-38;Wójt;Maciej;Gogulla;ug@pilchowice.pl;www.pilchowice.pl;2
2405063;Sośnicowice;śląskie;gliwicki;GMW;Urząd Miejski w Sośnicowicach;Sośnicowice;44-153;Sośnicowice;Rynek ;19;(32);238-71-92;;(32);238-75-50;Burmistrz;Marcin;Stronczek;um@sosnicowice.pl;www.sosnicowice.pl;2
2408031;Orzesze;śląskie;mikołowski;GM;Urząd Miejski Orzesze;Orzesze;43-180;Orzesze;ul. Św. Wawrzyńca;21;(32);324-88-00;;(32);324-88-26;Burmistrz;Mirosław;Blaski;um@orzesze.pl;www.orzesze.pl;2
2408052;Wyry;śląskie;mikołowski;GW;Urząd Gminy Wyry;Wyry;43-175;Wyry;ul. Dąbrowszczaków;133;(32);325-68-00;;(32);325-68-09;Wójt;Barbara;Prasoł;urzad@wyry.pl;www.wyry.pl;2
2410042;Pawłowice;śląskie;pszczyński;GW;Urząd Gminy Pawłowice;Pawłowice;43-250;Pawłowice;ul. Zjednoczenia ;60;(32);475-63-09;;(32);475-63-01;Wójt;Franciszek;Dziendziel;gmina@pawlowice.pl,;www.pawlowice.pl;2
2412052;Świerklany;śląskie;rybnicki;GW;Urząd Gminy Świerklany;Jankowice;44-264;Jankowice;ul. Świerklańska;54;(32);432-75-11;;(32);432-75-01;Wójt;Tomasz;Pieczka;ug@swierklany.pl;www.swierklany.pl;2
2413062;Ożarowice;śląskie;tarnogórski;GW;Urząd Gminy Ożarowice;Ożarowice;42-625;Ożarowice;ul. Dworcowa;15;(32);285-72-22;112;(32);284-50-24;Wójt;Grzegorz;Czapla;sekretariat@ug.ozarowice.pl;http://www.bip.ozarowice.pl/;2
2413072;Świerklaniec;śląskie;tarnogórski;GW;Urząd Gminy Świerklaniec;Świerklaniec;42-622;Świerklaniec;ul. Młyńska;3;(32);284-48-53;;(32);284-48-52;Wójt;Marek;Cyl;kancelaria@ugswierklaniec.pl;www.swierklaniec.pl;2
2413092;Zbrosławice;śląskie;tarnogórski;GW;Urząd Gminy Zbrosławice;Zbrosławice;42-674;Zbrosławice;ul. Oświęcimska;2;(32);233-70-40;;(32);233-71-00;Wójt;Wiesław;Olszewski;urzad@zbroslawice.pl;www.zbroslawice.pl;2
2414021;Imielin;śląskie;bieruńsko-lędziński;GM;Urząd Miasta Imielin;Imielin;41-407;Imielin;ul. Imielińska;81;(32);225-41-20;;(32);225-55-07;Burmistrz;Jan;Chwiędacz;burmistrz@imielin.pl;www.imielin.pl;2
2414031;Lędziny;śląskie;bieruńsko-lędziński;GM;Urząd Miasta Lędziny;Lędziny;43-143;Lędziny;ul. Lędzińska;55;(32);216-65-11;122;(32);216-65-08;Burmistrz;Krystyna;Wróbel;um@ledziny.pl;www.ledziny.pl;2
2414042;Bojszowy;śląskie;bieruńsko-lędziński;GW;Urząd Gminy Bojszowy;Bojszowy;43-220;Bojszowy;ul. Gaikowa;35;(32);218-93-66;;(32);218-90-71;Wójt;Henryk;Utrata;wojt_bojszowy@pro.onet.pl;www.bojszowy.pl;2
2414052;Chełm Śląski;śląskie;bieruńsko-lędziński;GW;Urząd Gminy Chełm Śląski;Chełm Śląski;41-403;Chełm Śląski;ul. Konarskiego;2;(32);225-75-03;20;(32);225-75-40;Wójt;Stanisław;Jagoda;sekretariat@chelmsl.pl;www.chelmsl.pl;2
2401031;Wojkowice;śląskie;będziński;GM;Urząd Miasta Wojkowice;Wojkowice;42-580;Wojkowice;ul. Jana III Sobieskiego;290a;(32);769-50-66;;(32);769-50-73;Burmistrz;Tomasz;Szczerba;umw@wojkowice.pl;www.wojkowice.pl;2
2401052;Mierzęcice;śląskie;będziński;GW;Urząd Gminy Mierzęcice;Mierzęcice;42-460;Mierzęcice;ul. Wolności;95;(32);288-79-00;;(32);288-70-55;Wójt;Grzegorz;Podlejski;gmina@mierzecice.pl;www.mierzecice.pl;2
2405032;Gierałtowice;śląskie;gliwicki;GW;Urząd Gminy Gierałtowice;Gierałtowice;44-186;Gierałtowice;ul. Ks. Roboty;48;(32);301-13-01;;(32);301-13-06;Wójt;Joachim;Bargiel;urzadgminy@gieraltowice.pl;www.gieraltowice.pl;2
2410022;Kobiór;śląskie;pszczyński;GW;Urząd Gminy Kobiór;Kobiór;43-210;Kobiór;ul. Kobiórska ;5;(32);218-81-82;;(32);218-81-82 wew. 19;Wójt;Eugeniusz;Lubański;gmina@kobior.pl;www.kobior.pl;2
2814042;Dywity;warmińsko-mazurskie;olsztyński;GW;Urząd Gminy Dywity;Dywity;11-001;Dywity;ul. Olsztyńska;32;(89);512-01-60;;(89);512-01-24;Wójt;Jacek;Szydło;ug@dywity.nowoczesnagmina.pl;http://bip.warmia.mazury.pl/dywity_gmina_wiejska/;2
2814112;Stawiguda;warmińsko-mazurskie;olsztyński;GW;Urząd Gminy Stawiguda;Stawiguda;11-034;Stawiguda;ul. Olsztyńska;10;(89);512-64-75;;(89);512-69-10;Wójt;Irena;Derdoń;stawiguda@stawiguda.pl;www.stawiguda.com.pl;2
3211012;Dobra;zachodniopomorskie ;policki;GW;Urząd Gminy Dobra;Dobra;72-003;Dobra;ul. Szczecińska ;16A;(91);311-30-48;;(91);424-15-45;Wójt;Teresa;Dera;gmina@dobraszczecinska.pl;www.dobraszczecinska.pl;2
3211022;Kołbaskowo;zachodniopomorskie ;policki;GW;Urząd Gminy Kołbaskowo;Kołbaskowo;72-001;Kołbaskowo;;106;(91);311-95-10;;(91);311-95-53;Wójt;Małgorzata;Schwarz;biuro@kolbaskowo.pl;www.kolbaskowo.pl;2
3214062;Kobylanka;zachodniopomorskie ;stargardzki;GW;Urząd Gminy Kobylanka;Kobylanka;73-108;Kobylanka;ul. Szkolna;12;(91);561-03-10;;(91);578-85-20;Wójt;Mirosław;Przysiwek;ugk@kobylanka.pl;www.kobylanka.pl;2
3021042;Czerwonak;wielkopolskie;poznański;GW;Urząd Gminy Czerwonak;Czerwonak;62-004;Czerwonak;ul. Źródlana;39;(61);654-42-01;;(61);812-02-70;Wójt;Jacek;Sommerfeld;kancelaria@czerwonak.pl;www.czerwonak.pl;2
3021052;Dopiewo;wielkopolskie;poznański;GW;Urząd Gminy Dopiewo;Dopiewo;62-070;Dopiewo;ul. Leśna;1C;(61);814-83-31;;(61);814-80-92;Wójt;Adrian;Napierała;urzad_gminy@dopiewo.pl;www.dopiewo.pl;2
3003032;Gniezno;wielkopolskie;gnieźnieński;GW;Urząd Gminy Gniezno;Gniezno;62-200;Gniezno;Al. Reymonta;9-11;(61);424-57-50;;(61);424-57-51;Wójt;Włodzimierz;Leman;sekretariat@urzadgminy.gniezno.pl;www.urzadgminy.gniezno.pl;2
3021062;Kleszczewo;wielkopolskie;poznański;GW;Urząd Gminy Kleszczewo;Kleszczewo;63-005;Kleszczewo;ul. Poznańska;4;(61);817-60-17;112;(61);817-61-84;Wójt;Bogdan;Kemnitz;urzad@kleszczewo.pl;www.kleszczewo.pl;2
3021093;Kórnik;wielkopolskie;poznański;GMW;Urząd Miejski w Kórniku;Kórnik;62-035;Kórnik;pl. Niepodległości ; 1;(61);817-04-11;;(61);817-04-75;Burmistrz;Jerzy;Lechnerowski;kornik@kornik.pl;www.kornik.pl;2
3021072;Komorniki;wielkopolskie;poznański;GW;Urząd Gminy Komorniki;Komorniki;62-052;Komorniki;ul. Stawna;1;(61);810-77-51;;(61);810-79-85;Wójt;Jan;Broda;sekretariat@komorniki.pl;www.komorniki.pl;2
3021103;Mosina;wielkopolskie;poznański;GMW;Urząd Miejski w Mosinie;Mosina;62-050;Mosina;pl. 20 Października;1;(61);810-95-00;;(61);810-95-58;Burmistrz;Jerzy;Ryś;um@mosina.pl;www.mosina.pl;2
3021113;Murowana Goślina;wielkopolskie;poznański;GMW;Urząd Miasta i Gminy Murowana Goślina;Murowana Goślina;62-095;Murowana Goślina;ul. Poznańska;18;(61);892-36-00;;(61);812-21-40;Burmistrz;Dariusz;Urbański;gmina@murowana-goslina.pl;www.murowana-goslina.pl;2
3021021;Puszczykowo;wielkopolskie;poznański;GM;Urząd Miejski Puszczykowo;Puszczykowo;62-040;Puszczykowo;ul. Podleśna;4;(61);898-37-00;;(61);898-37-11;Burmistrz;Andrzej;Balcerek;um@puszczykowo.pl;www.puszczykowo.pl;2
3021163;Swarzędz;wielkopolskie; poznański;GMW;Urząd Miasta i Gminy w Swarzędzu;Swarzędz;62-020;Swarzędz;ul. Rynek ;1;(61);651-22-22;;(61);651-22-11;Burmistrz;Marian;Szkudlarek;umig@swarzedz.pl;www.swarzedz.pl;2
3021132;Rokietnica;wielkopolskie;poznański;GW;Urząd Gminy Rokietnica;Rokietnica;62-090;Rokietnica;ul. Golęcińska;1;(61);896-06-00;;(61);814-50-82;Wójt;Bartosz;Derech;urzad@rokietnica.pl;www.rokietnica.pl;2
3021152;Suchy Las;wielkopolskie;poznański;GW;Urząd Gminy Suchy Las;Suchy Las;62-002;Suchy Las;ul. Szkolna;13;(61);892-62-66;;(61);812-52-12;Wójt;Grzegorz;Wojtera;ug@suchylas.pl;www.suchylas.pl;2
3021172;Tarnowo Podgórne;wielkopolskie;poznański;GW;Urząd Gminy Tarnowo Podgórne;Tarnowo Podgórne;62-080;Tarnowo Podgórne;ul. Poznańska ;115;(61);895-92-01;;(61);814-61-18;Wójt;Tadeusz;Czajka;ug@tarnowo-podgorne.pl;www.tarnowo-podgorne.pl;2
0801032;Deszczno;lubuskie;gorzowski;GW;Urząd Gminy Deszczno;Deszczno;66-446;Deszczno;Lubuska;90;(95);728-76-50;;(95);728-76-51;Wójt;Paweł Witold;Tymszan;gmina@deszczno.pl;www.deszczno.pl;2
0801042;Kłodawa;lubuskie;gorzowski;GW;Urząd Gminy Kłodawa;Kłodawa;66-415;Kłodawa;ul. Gorzowska;40;(95);721-66-60;;(95);721-66-90;Wójt;Anna;Mołodciak;sekretariat@klodawa.pl;www.klodawa.pl;2
0201011;Bolesławiec;dolnośląskie;bolesławiecki;GM;Urząd Miasta Bolesławiec;Bolesławiec;59-700;Bolesławiec;Rynek-Ratusz;41;(75);645-64-51;451;(75);645-64-02;Prezydent;Piotr;Roman;umboleslawiec@um.boleslawiec.pl;www.um.boleslawiec.pl;3
0202021;Dzierżoniów;dolnośląskie;dzierżoniowski;GM;Urząd Miasta Dzierżoniów;Dzierżoniów;58-200;Dzierżoniów;ul. Rynek;1;(74);645-08-00;;(74);641-55-30;Burmistrz;Dariusz;Kucharski;um@um.dzierzoniow.pl;www.dzierzoniow.pl;3
0202031;Pieszyce;dolnośląskie;dzierżoniowski;GMW;Urząd Miejski w Pieszycach;Pieszyce;58-250;Pieszyce;ul.Kościuszki;2;(74);836-54-87;;(74);836-72-30;Burmistrz;Dorota;Konieczna-Enözel;promocja@pieszyce.pl;www.pieszyce.pl;3
0203011;Głogów;dolnośląskie;głogowski;GM;Urząd Miejski w Głogowie;Głogów;67-200;Głogów;Rynek;10;(76);726-54-01;;(76);726-55-98;Prezydent;Rafael;Rokaszewicz;umglogow@lg.onet.pl;http://www.glogow.pl/;3
0205011;Jawor;dolnośląskie;jaworski;GM;Urząd Miasta Jawor;Jawor;59-400;Jawor;Rynek;1;(76);870-22-01;;(76);870-22-02;Burmistrz;Emilian;Bera;anna.kolodziej@jawor.pl;http://www.jawor.pl/pl/;3
0206031;Piechowice;dolnośląskie;jeleniogórski;GM;Urząd Miasta Piechowice;Piechowice;58-573;Piechowice;ul. Żymierskiego;49;(75);754-89-00;;(75);761-22-74;Burmistrz;Witold;Rudolf;sekretariat@piechowice.pl;www.piechowice.pl;3
0207011;Kamienna Góra;dolnośląskie;kamiennogórski;GM;Urząd Miasta Kamienna Góra;Kamienna Góra;58-400;Kamienna Góra;PL. Grunwaldzki;1;(75);645-51-10;;(75);645-51-50;Burmistrz;Krzysztof;Świątek;sekretariat@kamiennagora.pl;http://www.kamiennagora.pl/;3
0208011;Duszniki Zdrój;dolnośląskie;kłodzki;GM;Urząd Miasta Duszniki Zdrój;Duszniki Zdrój;57-340;Duszniki Zdrój;ul. Rynek;6;(74);869-76-60;;(74);866-90-25;Burmistrz;Piotr;Lewandowski;duszniki@duszniki.pl;www.duszniki.pl;3
0208021;Kłodzko;dolnośląskie;kłodzki;GM;Urząd Miasta Kłodzko;Kłodzko;57-300;Kłodzko;pl. Bolesława Chrobrego;1;(74);865-46-11;;(74);867-40-62;Burmistrz;Michał;Piszko;umklod@um.klodzko.pl;www.um.klodzko.pl;3
0208031;Kudowa-Zdrój;dolnośląskie;kłodzki;GM;Urząd Miasta Kudowa-Zdrój;Kudowa-Zdrój;57-350;Kudowa-Zdrój;ul. Zdrojowa;24;(74);862-17-16;;(74);866-13-51;Burmistrz;Piotr;Maziarz;kudowa@kudowa.pl;www.kudowa.pl;3
0208051;Polanica-Zdrój;dolnośląskie;kłodzki;GM;Urząd Miejski w Polanicy-Zdroju;Polanica-Zdrój;57-320;Polanica-Zdrój;ul. Jarosława Dąbrowskiego;3;(74);868-06-00;;(74);868-10-46;Burmistrz;Jerzy;Terlecki;um@polanica.pl;www.polanica.pl;3
0209011;Chojnów;dolnośląskie;legnicki;GM;Urząd Miejski w Chojnowie;Chojnów;59-225;Chojnów;pl. Zamkowy;1;(76);818-82-85;;(76);818-86-77;Burmistrz;JAN;Serkiew;um.sekretariat@chojnow.eu;www.chojnow.eu;3
0210011;Lubań;dolnośląskie;lubański;GM;Urząd Miasta Lubań;Lubań;59-800;Lubań;ul. 7 Dywizji ;14;(75);646-44-00;;(75);646-44-05;Burmistrz;Arkadiusz;Słowiński;boi.um@luban.pl;www.luban.pl;3
0211011;Lubin;dolnośląskie;lubiński;GM;Urząd Miejski w Lubinie;Lubin;59-300;Lubin;ul. Kilińskiego;10;(76);746-81-01;;(76);746-82-00;Prezydent;Robert;Raczyński;kontakt@um.lubin.pl;www.um.lubin.pl;3
0212013;Gryfów Śląski;dolnośląskie;lwówecki;GMW;Urząd Gminy i Miasta Gryfów Śląski;Gryfów Śląski;59-620;Gryfów Śląski;Rynek;1;(75);781-35-52;;(75);781-39-16;Burmistrz;Olgierd;Poniźnik;sekretariat@gryfow.pl;www.gryfow.pl;3
0214011;Oleśnica;dolnośląskie;oleśnicki;GM;Urząd Miasta Oleśnicy;Oleśnica;56-400;Oleśnica;Rynek-Ratusz;;(71);798-21-03;;(71);798-21-08;Burmistrz;Michał;Kołaciński;kancelaria@um.olesnica.pl;http://www.olesnica.pl/;3
0215011;Oława;dolnośląskie;oławski;GM;Urząd Miejski w Oławie;Oława;55-200;Oława;pl. Zamkowy;15;(71);303-55-01;;(71);303-55-00;Burmistrz;Tomasz;Frischmann;sekretarz@um.olawa.pl;www.olawa.pl;3
0217043;Strzelin;dolnośląskie;strzeliński;GMW;Urząd Miasta i Gminy w Strzelinie;Strzelin;57-100;Strzelin;ul. Ząbkowicka;11;(71);392-19-71;;(71);392-13-03;Burmistrz;Dorota;Pawnuk;umig@strzelin.pl;www.strzelin.pl;3
0218043;Środa Śląska;dolnośląskie;średzki;GMW;Urząd Miejski w Środzie Śląskiej;Środa Śląska;55-300;Środa Śląska;Plac Wolności;5;(71);396-07-95;;(71);317-34-05;Burmistrz;Adam;Ruciński;um@srodaslaska.pl;www.srodaslaska.pl;3
0219021;Świebodzice;dolnośląskie;świdnicki;GM;Urząd Miejski w Świebodzicach;Świebodzice;58-160;Świebodzice;ul. Rynek;1;(74);666-95-00;;(74);666-95-09;Burmistrz;Bogdan;Kożuchowicz;swiebodzice@swiebodzice.pl;http://www.swiebodzice.pl/;3
0219063;Strzegom;dolnośląskie;świdnicki;GMW;Urząd Miejski w Strzegomiu;Strzegom;58-150;Strzegom;Rynek;38;(74);856-05-00;;(74);856-05-16;Burmistrz;Zbignew;Suchyta;strzegom@strzegom.pl;www.strzegom.pl;3
0220013;Oborniki Śląskie;dolnośląskie;trzebnicki;GMW;Urząd Miejski w Obornikach Śląskich;Oborniki Śląskie;55-120;Oborniki Śląskie;ul. Trzebnicka;1;(71);310-35-19;;(71);310-22-95;Burmistrz;Arkadiusz;Poprawa;oborniki@oborniki-slaskie.pl;www.oborniki-slaskie.pl;3
0222013;Brzeg Dolny;dolnośląskie;wołowski;GMW;Urząd Miejski w Brzegu Dolnym;Brzeg Dolny;56-120;Brzeg Dolny;ul. Kolejowa;29;(71);319-51-17;;(71);319-56-83;Burmistrz;Stanisław;Jastrzębski;um@brzegdolny.pl;www.brzegdolny.pl;3
0224053;Ząbkowice Śląskie;dolnośląskie;ząbkowicki;GMW;Urząd Miejski w Ząbkowicach Śląskich;Ząbkowice Śląskie;57-200;Ząbkowice Śląskie;ul. 1 Maja;15;(74);816-53-20;;(74);815-54-45;Burmistrz;Marcin;Orzeszek;urzad@zabkowiceslaskie.pl;www.zabkowiceslaskie.pl;3
0224063;Ziębice;dolnośląskie;ząbkowicki;GMW;Urząd Miejski w Ziębicach;Ziębice;57-220;Ziębice;ul. Przemysłowa;10;(74);816-38-70;;(74);819-12-12;Burmistrz;Alicja;Bira;urzad@ziebice.pl;www.ziebice.pl;3
0225021;Zgorzelec;dolnośląskie;zgorzelecki;GM;Urząd Miasta Zgorzelec;Zgorzelec;59-900;Zgorzelec;ul. Domańskiego;7;(75);775-66-00;;(75);775-99-23;Burmistrz;Rafał;Gronicz;urzad@zgorzelec.eu;www.zgorzelec.eu;3
0226021;Złotoryja;dolnośląskie;złotoryjski;GM;Urząd Miejski Złotoryja;Złotoryja;59-500;Złotoryja;ul. Plac Orląt Lwowskich;1;(76);877-91-00;;(76);878-31-20;Burmistrz;Robert;Pawłowski;um@zlotoryja.pl;www.zlotoryja.pl;3
0401011;Aleksandrów Kujawski;kujawsko-pomorskie;aleksandrowski;GM;Urząd Miejski w Aleksandrowie Kujawskim;Aleksandrów Kujawski;87-700;Aleksandrów Kujawski;ul. Słowackiego;8;(54);282-48-55;103;(54);282-21-01;Burmistrz;Andrzej;Cieśla;um@aleksandrowkujawski.pl;www.aleksandrowkujawski.pl;3
